 Title,Date,Duration,Exercise,"Superset id",Weight,Reps,Distance,Time,"Set Type"
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Dumbbell Chest Supported Lateral Raises",,50.000,12,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Dumbbell Chest Supported Lateral Raises",,47.500,13,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Dumbbell Chest Supported Lateral Raises",,45.000,15,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Dumbbell Rear Delt Fly ",,90.000,12,null,null,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Dumbbell Rear Delt Fly ",,87.500,12,null,null,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Dumbbell Rear Delt Fly ",,85.000,12,null,null,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Dumbbell Rear Delt Fly ",,82.500,12,null,null,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Dumbbell Straight Arm Pullover ",,75.000,12,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Dumbbell Straight Arm Pullover ",,75.000,12,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Dumbbell Straight Arm Pullover ",,75.000,12,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Dumbbell Straight Arm Pullover ",,75.000,12,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Standing Rear Delt Row ",,135.000,12,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Standing Rear Delt Row ",,130.000,12,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Standing Rear Delt Row ",,125.000,12,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Standing Rear Delt Row ",,120.000,12,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Seated One Arm Alternate Row",,105.000,12,,,RIGHT_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Seated One Arm Alternate Row",,105.000,12,,,LEFT_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Seated One Arm Alternate Row",,100.000,15,,,RIGHT_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Seated One Arm Alternate Row",,100.000,15,,,LEFT_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Seated One Arm Alternate Row",,95.000,15,,,RIGHT_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Seated One Arm Alternate Row",,95.000,15,,,LEFT_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Seated One Arm Alternate Row",,90.000,20,,,RIGHT_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Seated One Arm Alternate Row",,90.000,15,,,LEFT_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Lever Lateral Wide Pulldown",,300.000,8,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Lever Lateral Wide Pulldown",,285.000,8,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Lever Lateral Wide Pulldown",,270.000,10,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Lever Lateral Wide Pulldown",,255.000,12,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Lever Seated Shoulder Press",,105.000,15,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Lever Seated Shoulder Press",,105.000,15,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Lever Seated Shoulder Press",,105.000,13,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Lever Seated Shoulder Press",,105.000,12,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Lever Seated Calf Raise ",,40.000,30,null,null,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Lever Seated Calf Raise ",,40.000,25,null,null,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Lever Seated Calf Raise ",,40.000,25,null,null,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Lever Seated Calf Raise ",,40.000,20,null,null,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Side Crunch",,105.000,15,null,null,RIGHT_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Side Crunch",,105.000,15,null,null,LEFT_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Side Crunch",,105.000,15,null,null,RIGHT_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Side Crunch",,105.000,15,null,null,LEFT_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Side Crunch",,105.000,15,null,null,RIGHT_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Side Crunch",,105.000,15,null,null,LEFT_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Side Crunch",,105.000,15,null,null,RIGHT_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Cable Side Crunch",,105.000,15,null,null,LEFT_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Lever Shrug",,50.000,15,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Lever Shrug",,50.000,15,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Lever Shrug",,50.000,15,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Lever Shrug",,50.000,15,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Ab Roller Crunch",,,30,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Ab Roller Crunch",,,30,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Ab Roller Crunch",,,30,,,NORMAL_SET
"\u00C9paules dos 11 ao\u00FBt 2025","2025-08-12 02:23:59",02:40:09,"Ab Roller Crunch",,,30,,,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Dumbbell Lateral Raise",,5.000,30,null,null,WARMUP_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Dumbbell Bent Over Row",,5.000,30,null,null,WARMUP_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Dumbbell Rear Delt Fly ",,5.000,30,null,null,WARMUP_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Hyght Dumbbell Fly ",,5.000,30,null,null,WARMUP_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Front Raise",,5.000,30,null,null,WARMUP_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Lever Seated Fly",,210.000,15,,,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Lever Seated Fly",,210.000,15,,,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Lever Seated Fly",,210.000,12,,,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Lever Seated Fly",,210.000,12,,,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Lever Seated Dip",,210.000,8,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Lever Seated Dip",,200.000,15,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Lever Seated Dip",,190.000,15,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Lever Seated Dip",,180.000,20,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Cable Standing Fly",,240.000,15,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Cable Standing Fly",,240.000,15,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Cable Standing Fly",,240.000,15,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Cable Standing Fly",,240.000,15,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Lever Incline Chest Press",,160.000,13,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Lever Incline Chest Press",,150.000,12,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Lever Incline Chest Press",,140.000,12,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Lever Incline Chest Press",,130.000,15,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Preacher Curl",,50.000,12,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Preacher Curl",,50.000,12,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Preacher Curl",,50.000,12,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Preacher Curl",,50.000,12,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Cable Incline Triceps Extension",,60.000,12,,,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Cable Incline Triceps Extension",,55.000,15,,,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Cable Incline Triceps Extension",,50.000,15,,,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Cable Incline Triceps Extension",,45.000,15,,,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Dumbbell Seated Curl",,40.000,12,,,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Dumbbell Seated Curl",,40.000,12,,,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Dumbbell Seated Curl",,40.000,12,,,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Dumbbell Seated Curl",,40.000,12,,,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Triceps Pushdown",,120.000,15,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Triceps Pushdown",,120.000,15,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Triceps Pushdown",,120.000,14,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Triceps Pushdown",,120.000,13,null,null,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Lever Standing Calf Raise",,240.000,30,,,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Lever Standing Calf Raise",,240.000,30,,,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Lever Standing Calf Raise",,240.000,30,,,NORMAL_SET
"6 ao\u00FBt 25 biceps triceps pecs","2025-08-06 22:04:44",01:44:40,"Lever Standing Calf Raise",,240.000,30,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Dumbbell Lateral Raise",,5.000,30,null,null,WARMUP_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Dumbbell Rear Delt Fly ",,5.000,30,null,null,WARMUP_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Dumbbell Bent Over Row",,5.000,30,,,WARMUP_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Hyght Dumbbell Fly ",,5.000,30,null,null,WARMUP_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Front Raise",,5.000,30,null,null,WARMUP_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Dumbbell Chest Supported Lateral Raises",,45.000,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Dumbbell Chest Supported Lateral Raises",,42.500,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Dumbbell Chest Supported Lateral Raises",,40.000,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Dumbbell Chest Supported Lateral Raises",,37.500,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Dumbbell Rear Delt Fly ",,80.000,12,null,null,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Dumbbell Rear Delt Fly ",,75.000,12,null,null,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Dumbbell Rear Delt Fly ",,70.000,15,null,null,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Dumbbell Rear Delt Fly ",,65.000,15,null,null,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Dumbbell Straight Arm Pullover ",,55.000,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Dumbbell Straight Arm Pullover ",,55.000,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Dumbbell Straight Arm Pullover ",,55.000,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Dumbbell Straight Arm Pullover ",,55.000,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Cable Standing Rear Delt Row ",,110.000,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Cable Standing Rear Delt Row ",,105.000,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Cable Standing Rear Delt Row ",,100.000,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Cable Standing Rear Delt Row ",,95.000,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Cable Seated One Arm Alternate Row",,80.000,15,,,RIGHT_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Cable Seated One Arm Alternate Row",,80.000,15,,,LEFT_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Cable Seated One Arm Alternate Row",,85.000,15,,,RIGHT_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Cable Seated One Arm Alternate Row",,85.000,15,,,LEFT_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Cable Seated One Arm Alternate Row",,90.000,15,,,RIGHT_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Cable Seated One Arm Alternate Row",,90.000,15,,,LEFT_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Cable Seated One Arm Alternate Row",,95.000,15,,,RIGHT_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Cable Seated One Arm Alternate Row",,95.000,15,,,LEFT_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Lateral Wide Pulldown",,225.000,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Lateral Wide Pulldown",,220.000,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Lateral Wide Pulldown",,215.000,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Lateral Wide Pulldown",,210.000,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Seated Shoulder Press",,95.000,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Seated Shoulder Press",,95.000,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Seated Shoulder Press",,95.000,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Seated Shoulder Press",,95.000,20,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Seated Calf Raise ",,40.000,30,null,null,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Seated Calf Raise ",,40.000,30,null,null,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Seated Calf Raise ",,40.000,30,null,null,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Seated Calf Raise ",,40.000,30,null,null,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Trunk Rotation",,120.000,15,null,null,RIGHT_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Trunk Rotation",,120.000,15,null,null,LEFT_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Trunk Rotation",,115.000,15,null,null,RIGHT_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Trunk Rotation",,115.000,15,null,null,LEFT_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Trunk Rotation",,110.000,15,null,null,RIGHT_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Trunk Rotation",,110.000,15,null,null,LEFT_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Trunk Rotation",,105.000,15,null,null,RIGHT_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Lever Trunk Rotation",,105.000,15,null,null,LEFT_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Ab Roller Crunch",,,30,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Ab Roller Crunch",,,30,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Ab Roller Crunch",,,30,,,NORMAL_SET
"\u00C9paules dos 30 juill 2025","2025-07-30 21:11:44",02:30:20,"Ab Roller Crunch",,,30,,,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Dumbbell Lateral Raise",,5.000,30,null,null,WARMUP_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Dumbbell Bent Over Row",,5.000,30,null,null,WARMUP_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Dumbbell Rear Delt Fly ",,5.000,30,null,null,WARMUP_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Hyght Dumbbell Fly ",,5.000,30,null,null,WARMUP_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Front Raise",,5.000,30,null,null,WARMUP_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Lever Seated Fly",,185.000,20,,,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Lever Seated Fly",,180.000,20,,,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Lever Seated Fly",,175.000,20,,,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Lever Seated Fly",,170.000,20,,,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Cable Standing Fly",,210.000,20,null,null,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Cable Standing Fly",,205.000,20,null,null,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Cable Standing Fly",,200.000,20,null,null,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Cable Standing Fly",,195.000,20,null,null,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Lever Seated Dip",,170.000,20,null,null,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Lever Seated Dip",,165.000,20,null,null,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Lever Seated Dip",,160.000,20,null,null,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Lever Seated Dip",,155.000,20,null,null,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Lever Incline Chest Press",,150.000,15,null,null,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Lever Incline Chest Press",,140.000,15,null,null,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Lever Incline Chest Press",,130.000,15,null,null,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Lever Incline Chest Press",,120.000,15,null,null,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Preacher Curl",,60.000,12,null,null,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Preacher Curl",,55.000,12,null,null,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Preacher Curl",,50.000,12,null,null,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Preacher Curl",,45.000,15,null,null,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Cable Incline Triceps Extension",,60.000,15,,,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Cable Incline Triceps Extension",,55.000,15,,,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Cable Incline Triceps Extension",,50.000,15,,,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Cable Incline Triceps Extension",,45.000,15,,,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Dumbbell Seated Curl",,35.000,15,,,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Dumbbell Seated Curl",,35.000,15,,,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Dumbbell Seated Curl",,35.000,15,,,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Dumbbell Seated Curl",,35.000,15,,,NORMAL_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"One Arm Side Triceps Pushdown",,35.000,20,null,null,LEFT_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"One Arm Side Triceps Pushdown",,35.000,20,null,null,RIGHT_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"One Arm Side Triceps Pushdown",,35.000,20,null,null,LEFT_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"One Arm Side Triceps Pushdown",,35.000,20,null,null,RIGHT_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"One Arm Side Triceps Pushdown",,35.000,20,null,null,LEFT_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"One Arm Side Triceps Pushdown",,35.000,20,null,null,RIGHT_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"One Arm Side Triceps Pushdown",,35.000,20,null,null,LEFT_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"One Arm Side Triceps Pushdown",,35.000,20,null,null,RIGHT_SET
"samedi 26 juil 25 biceps triceps pecs","2025-07-26 20:33:49",02:09:29,"Lever Standing Calf Raise",,240.000,30,,,NORMAL_SET
